;ID;x;auc;fid;DIM
368;SEP_BOA_syncE_syncG;200010;0;7;20
369;SEP_CSA_asyncE;200010;0.11130177242305;7;20
370;SEP_CSA_syncE;200010;0.114532198499361;7;20
371;SEP_GOA_asyncE_syncG;200010;0.0390928438327539;7;20
372;SEP_GOA_syncE_syncG;200010;0.0390078535288922;7;20
373;SEP_MBO_asyncE_syncG;200010;0.0577041297256404;7;20
374;SEP_MBO_syncE_syncG;200010;0.0769705632365441;7;20
375;SEP_MFO_asyncE;200010;0.0584402479222444;7;20
376;SEP_MFO_syncE;200010;0.0146461794557331;7;20
377;SEP_PSO_asyncE_syncG;200010;0.0583595452580312;7;20
378;SEP_PSO_syncE_syncG;200010;0.0582474377681676;7;20
379;UNIOA_BA_asyncE_syncG;200010;0;7;20
380;UNIOA_BA_syncE_syncG;200010;0;7;20
381;UNIOA_BOA_asyncE_syncG;200010;0.0165832884826347;7;20
382;UNIOA_BOA_syncE_syncG;200010;0.0077873557302527;7;20
383;UNIOA_CSA_asyncE;200010;0.129344969189449;7;20
384;UNIOA_CSA_syncE;200010;0.126312899738332;7;20
385;UNIOA_GOA_asyncE_syncG;200010;0.0282109515847737;7;20
386;UNIOA_GOA_syncE_syncG;200010;0.0229736873864226;7;20
387;UNIOA_MBO_asyncE_syncG;200010;0.0756602257033118;7;20
388;UNIOA_MBO_syncE_syncG;200010;0.0571081039785546;7;20
389;UNIOA_MFO_asyncE;200010;0.110905400028525;7;20
390;UNIOA_MFO_syncE;200010;0.101306758512448;7;20
391;UNIOA_PSO_asyncE_syncG;200010;0.0585726207970647;7;20
392;UNIOA_PSO_syncE_syncG;200010;0.0391035560266805;7;20
393;SEP_BA_asyncE_syncG;50010;0.266784356002511;8;5
394;SEP_BA_syncE_syncG;50010;0.32480626259308;8;5
395;SEP_BOA_asyncE_syncG;50010;0.220620723882812;8;5
396;SEP_BOA_syncE_syncG;50010;0.201679359776479;8;5
397;SEP_CSA_asyncE;50010;0.700757893519335;8;5
398;SEP_CSA_syncE;50010;0.688154194960801;8;5
399;SEP_GOA_asyncE_syncG;50010;0.0195388373305731;8;5
400;SEP_GOA_syncE_syncG;50010;0;8;5
401;SEP_MBO_asyncE_syncG;50010;0.254938169333009;8;5
402;SEP_MBO_syncE_syncG;50010;0.319515276963281;8;5
403;SEP_MFO_asyncE;50010;0.56718041466224;8;5
404;SEP_MFO_syncE;50010;0.296528828056385;8;5
405;SEP_PSO_asyncE_syncG;50010;0.682865605255692;8;5
406;SEP_PSO_syncE_syncG;50010;0.72496306944105;8;5
407;UNIOA_BA_asyncE_syncG;50010;0.345151997630115;8;5
408;UNIOA_BA_syncE_syncG;50010;0.548172914476497;8;5
409;UNIOA_BOA_asyncE_syncG;50010;0.214810125841371;8;5
410;UNIOA_BOA_syncE_syncG;50010;0.19939186788017;8;5
411;UNIOA_CSA_asyncE;50010;0.662482455142958;8;5
412;UNIOA_CSA_syncE;50010;0.63630844027273;8;5
413;UNIOA_GOA_asyncE_syncG;50010;0.0167637714287208;8;5
414;UNIOA_GOA_syncE_syncG;50010;0.0585352864067709;8;5
415;UNIOA_MBO_asyncE_syncG;50010;0.497013134695623;8;5
416;UNIOA_MBO_syncE_syncG;50010;0.234888445946698;8;5
417;UNIOA_MFO_asyncE;50010;0.775420856980045;8;5
418;UNIOA_MFO_syncE;50010;0.620869715866586;8;5
419;UNIOA_PSO_asyncE_syncG;50010;0.918887359151024;8;5
420;UNIOA_PSO_syncE_syncG;50010;0.923135003279815;8;5
421;SEP_BA_asyncE_syncG;200010;0;8;20
422;SEP_BA_syncE_syncG;200010;0;8;20
423;SEP_BOA_asyncE_syncG;200010;0;8;20
424;SEP_BOA_syncE_syncG;200010;0;8;20
425;SEP_CSA_asyncE;200010;0.17388660904036;8;20
426;SEP_CSA_syncE;200010;0.108735605393793;8;20
427;SEP_GOA_asyncE_syncG;200010;0;8;20
428;SEP_GOA_syncE_syncG;200010;0;8;20
429;SEP_MBO_asyncE_syncG;200010;0.137682890069911;8;20
430;SEP_MBO_syncE_syncG;200010;0.127492625718854;8;20
431;SEP_MFO_asyncE;200010;0.0727246113184537;8;20
432;SEP_MFO_syncE;200010;0.0136449386680993;8;20
433;SEP_PSO_asyncE_syncG;200010;0;8;20
434;SEP_PSO_syncE_syncG;200010;0;8;20
